speechiness,key,time_signature,liveness,loudness,duration_ms,danceability,duration,valence,acousticness,spotify_id,volume_number,energy,tempo,instrumentalness,mode,number,artist,title
0.0512,7,4,0.0639,-4.125,231733,0.523,230,0.576,0.00946,spotify:track:7Gkphzdh5ouurEt7JT49Yu,47,0.792,80.142,0.000108,0,4,Selena Gomez,Come & Get It
0.0638,9,4,0.76,-3.614,186813,0.478,186,0.201,0.126,spotify:track:4G8gkOterJn0Ywt6uhqbhp,47,0.799,136.268,0.000106,1,5,Imagine Dragons,Radioactive
0.0434,0,4,0.088,-8.648,213827,0.612,211,0.4,0.932,spotify:track:0nJW01T7XtvILxQgC5J7Wh,47,0.28,72.795,0,1,6,Bruno Mars,When I Was Your Man
0.036,2,4,0.104,-5.857,271813,0.558,270,0.249,0.228,spotify:track:1wVcLKdJ4AFKPhKucNvEpy,47,0.522,83.977,0,1,7,Labrinth featuring Emeli Sandé,Beneath Your Beautiful
0.0783,8,4,0.0735,-3.393,271427,0.514,267,0.208,0.0371,spotify:track:60wwxj6Dd9NJlirf84wr2c,47,0.776,127.975,0,1,8,Zedd featuring Foxes,Clarity
0.0483,8,4,0.237,-5.066,234507,0.695,230,0.572,0.41,spotify:track:05SBRd4fXgn8FX7bf8BCAE,47,0.869,124.989,0,1,9,Calvin Harris featuring Ellie Goulding,I Need Your Love
0.1,9,4,0.136,-3.939,226987,0.561,225,0.516,0.0525,spotify:track:5FljCWR0cys07PQ9277GTz,47,0.836,127.923,0,1,10,Jason Derulo,The Other Side
0.0411,7,4,0.106,-3.742,229480,0.722,229,0.48,0.0319,spotify:track:6YPjNbDJQN3pxI55ho1NAT,47,0.771,127.946,0.000127,0,11,Kesha featuring Juicy J,Crazy Kids (Remix)
0.112,0,4,0.035,-8.866,126880,0.886,125,0.735,0.0582,spotify:track:2sCl0FFOzZSmYZs90zOpd1,47,0.448,129.966,0.00658,1,12,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone)
0.0325,0,5,0.101,-4.838,192790,0.656,190,0.773,0.000194,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,47,0.821,117.948,0.00232,1,13,Capital Cities,Safe and Sound
0.0757,8,4,0.248,-4.735,210840,0.503,208,0.535,0.0781,spotify:track:1V6gIisPpYqgFeWbMLI0bA,47,0.801,173.937,0,1,14,Demi Lovato,Heart Attack
,,,,,,,227,,,,47,,,,,15,Taylor Swift,22
0.0946,0,4,0.401,-3.152,214320,0.487,217,0.723,0.011,spotify:track:1rdreHH1v6kyrx2mFQvLR4,47,0.876,164.997,0,1,16,Avril Lavigne,Here's to Never Growing Up
0.0842,11,4,0.223,-5.928,194973,0.457,192,0.142,0.0118,spotify:track:2CFCY18NgxHc2tuJGgRE7e,47,0.869,77.123,0,1,17,A Great Big World,This Is the New Year
0.0478,5,4,0.118,-4.041,248293,0.614,245,0.37,0.00184,spotify:track:2q2IvYjfidmDUXag3batKZ,47,0.805,126.008,0,0,18,Nikki Williams,Glowing
0.0314,11,4,0.109,-6.391,213983,0.666,213,0.57,0.0172,spotify:track:00t74gkRAMw83w6GGiAZHw,47,0.66,109.056,0,0,19,Midnight Red,Take Me Home
0.124,1,4,0.157,-4.689,175427,0.72,175,0.767,0.0384,spotify:track:6FE2iI43OZnszFLuLtvvmg,47,0.791,102.071,0,1,20,MKTO,Classic
0.0981,11,4,0.139,-4.087,204160,0.581,202,0.792,0.0295,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,49,0.963,129.992,0,1,1,Pitbull featuring Kesha,Timber
0.133,7,4,0.132,-9.546,190185,0.616,188,0.313,0.106,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,49,0.432,84.778,0,1,2,Lorde,Royals
0.0337,5,4,0.111,-6.142,223240,0.466,221,0.342,0.395,spotify:track:6oDPg7fXW3Ug3KmbafrXzA,49,0.403,119.81,0,1,3,Miley Cyrus,Wrecking Ball
0.0385,7,4,0.208,-4.8,228879,0.55,227,0.364,0.00338,spotify:track:4fwbGKNExPtPHbor1TBSY4,49,0.729,129.063,0,1,4,Katy Perry,Unconditionally
0.0477,3,4,0.119,-5.802,245493,0.6,244,0.291,0.225,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,49,0.663,121.07,0,1,5,One Direction,Story of My Life
0.0355,2,3,0.0913,-8.822,229400,0.407,227,0.0796,0.857,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,49,0.147,141.284,2.89e-06,1,6,A Great Big World and Christina Aguilera,Say Something
0.0367,3,4,0.378,-2.831,175200,0.499,174,0.339,0.23,spotify:track:3LlAyCYU26dvFZBDUIMb7a,49,0.73,90.058,0.00018,1,7,Imagine Dragons,Demons
0.038,1,4,0.116,-4.944,257840,0.663,255,0.471,0.0649,spotify:track:6sy3LkhNFjJWlaeSMNwQ62,49,0.714,121.99,0,0,8,OneRepublic,Counting Stars
0.0907,6,4,0.0705,-7.442,227880,0.772,225,0.287,0.00349,spotify:track:14Rcq31SafFBHNEwXrtR2B,49,0.407,100.006,2.4e-05,0,9,Drake featuring Majid Jordan,"Hold On, We're Going Home"
0.0683,9,4,0.0948,-4.386,227307,0.798,225,0.579,0.316,spotify:track:44JqKUXiWTaRrDQUx7CwsT,49,0.821,97.492,8.6e-06,1,10,Lady Gaga featuring R. Kelly,Do What U Want
0.159,9,4,0.0651,-6.53,247960,0.629,246,0.843,0.155,spotify:track:3KliPMvk1EvFZu9cvkj8p1,49,0.824,128.01,0.000628,1,11,Britney Spears,Work Work
0.0476,10,4,0.101,-5.031,231212,0.516,229,0.319,0.296,spotify:track:0xMd5bcWTbyXS7wPrBtZA6,49,0.772,87.038,0,0,12,Ellie Goulding,Burn
0.0398,8,4,0.0863,-3.115,217347,0.595,214,0.496,0.134,spotify:track:2QtJA4gbwe1AcanB2p21aP,49,0.746,127.96,0,1,13,Zedd featuring Hayley Williams,Stay the Night
0.243,3,4,0.431,-6.723,424147,0.611,286,0.505,0.00701,spotify:track:1iFiByfONHVI62dxIaFZjv,49,0.678,137.864,8.43e-06,0,14,Justin Timberlake,TKO
0.0371,7,4,0.0973,-6.598,244493,0.717,238,0.648,0.445,spotify:track:2ih2U8ttFzCjnQ5njF3SrR,49,0.544,139.959,5.16e-06,1,15,Bruno Mars,Gorilla
0.0319,8,4,0.164,-7.439,202627,0.571,205,0.287,0.812,spotify:track:1PoGWZbJPGmViVi7CYbDUK,49,0.43,77.961,7.99e-05,1,16,Luke Bryan,Drink a Beer
0.0265,3,4,0.125,-6.108,210960,0.641,209,0.514,0.612,spotify:track:04UVqH7qE1vPhtuN9kud5E,49,0.484,109.911,0,1,17,ZZ Ward,Last Love Song
0.0449,2,4,0.522,-3.302,259707,0.434,258,0.24,0.0953,spotify:track:5Kb3iI1oIeZhChnHVQvstg,49,0.821,171.971,0.0158,1,18,Natalia Kills,Trouble
0.0324,7,4,0.295,-4.55,206333,0.538,214,0.537,0.00275,spotify:track:4lXMjXH76wpfqu0XIw3YOl,49,0.7,99.994,0,1,19,G.R.L.,Show Me What You Got
0.0298,0,4,0.128,-3.827,183843,0.635,182,0.6,0.0117,spotify:track:6gmrkN8GvkV1joUxT2B69s,49,0.84,124.043,0,1,20,Alex Aiono,Doesn't Get Better
0.0443,8,4,0.0816,-6.136,262773,0.407,262,0.61,0.213,spotify:track:54Jan0Hqp63H3X1XZdNP5a,49,0.788,86.196,0,1,21,Morning Parade,Alienation
0.037,0,4,0.617,-2.994,232827,0.661,232,0.772,0.11,spotify:track:6sbXGUn9V9ZaLwLdOfpKRE,4,0.973,108.037,1.74e-05,0,1,Backstreet Boys,Larger than Life
0.0341,0,4,0.32,-4.288,198067,0.748,198,0.962,0.0534,spotify:track:1DSJNBNhGZCigg9ll5VeZv,4,0.939,104.001,0,0,2,Britney Spears,(You Drive Me) Crazy
0.0336,3,4,0.112,-2.563,227707,0.813,227,0.795,0.486,spotify:track:7ffwRz8lZyDOE4Vj58Lo72,4,0.949,115.061,9.75e-06,0,3,Marc Anthony,I Need to Know
0.0905,7,4,0.165,-4.185,234373,0.818,234,0.656,0.164,spotify:track:1EZhWJQFf85g6d055Gji8c,4,0.849,100.503,4.36e-05,1,4,Mandy Moore,Candy
0.0582,7,4,0.39,-11.471,283748,0.822,206,0.771,0.259,spotify:track:08VeSelC8QYD1MIsK9gAmY,4,0.969,128.007,0.000162,0,5,Eiffel 65,Blue (Da Ba Dee)
0.0422,6,4,0.161,-12.204,284741,0.632,238,0.238,0.0604,spotify:track:5a097PAwAVU5MFYVue0xmZ,4,0.579,135.009,0.885,1,6,Sonique,It Feels So Good
0.0542,5,4,0.073,-7.715,257733,0.69,255,0.654,0.000447,spotify:track:2zee8Zcesqwnnwliw2Jy8M,4,0.664,87.287,0.0343,0,7,Lenny Kravitz,I Belong to You
0.0287,9,4,0.077,-8.769,251253,0.556,250,0.779,0.307,spotify:track:68K0qD0VDqdm0eWXsGqnvM,4,0.517,169.938,0.00115,1,8,Savage Garden,I Knew I Loved You
0.0376,6,4,0.416,-5.919,296800,0.724,279,0.581,0.256,spotify:track:6ctr1K7KzKErxbfGAynL8A,4,0.485,136.057,1.35e-05,1,9,Joe,I Wanna Know
0.15,1,4,0.163,-6.369,284240,0.635,284,0.916,0.263,spotify:track:0QRDrp1fm7aNeU0m0vZAY9,4,0.841,93.051,0,0,10,Aaliyah,Try Again
0.0418,10,4,0.103,-6.165,246427,0.695,245,0.845,0.00341,spotify:track:5yaCquc7koPqtgj7v0lwHX,4,0.945,125.013,0.0727,0,11,Jennifer Lopez,Waiting for Tonight
0.0786,10,4,0.0633,-9.973,277413,0.806,275,0.871,0.278,spotify:track:0AcLrSfAEBQcUnHOTm5pXg,4,0.494,99.003,4.69e-05,0,12,Montell Jordan,Get It On Tonite
0.113,7,4,0.217,-11.396,245360,0.914,245,0.872,0.241,spotify:track:4cIwg5VY8Lo1NYwq7llOth,4,0.56,101.017,0.0213,1,13,Ben Harper,Steal My Kisses
0.0298,5,4,0.0446,-5.035,181027,0.74,182,0.962,0.0235,spotify:track:5XyPRKhXUalFpS2I5kLQBF,4,0.866,118.64,0,0,14,Smash Mouth,Then the Morning Comes
0.0486,7,4,0.118,-7.775,239933,0.675,238,0.57,0.0863,spotify:track:4ocbH5ZJqajZIpUrqRUoue,4,0.553,90.02,7.58e-06,1,15,Train,Meet Virginia
0.0299,2,4,0.0804,-7.284,239440,0.593,236,0.755,0.313,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,4,0.642,76.403,0.000582,1,16,Macy Gray,I Try
0.115,1,4,0.144,-5.09,257373,0.31,255,0.333,0.0703,spotify:track:1B0EEeioVP4BN66WVECaUY,4,0.874,163.86,0,1,17,Hanson,This Time Around
0.057,0,4,0.547,-4.764,168000,0.439,167,0.689,0.0122,spotify:track:7yCPwWs66K8Ba5lFuU2bcx,4,0.891,148.599,0,1,18,Blink-182,All the Small Things
0.144,9,4,0.0595,-5.005,228227,0.965,228,0.912,0.218,spotify:track:04KTF78FFg8sOHC1BADqbY,11,0.736,107.07,0,0,1,Nelly,Hot in Herre
0.181,6,4,0.301,-6.078,264653,0.781,237,0.688,0.377,spotify:track:5ZKVNTG7yu7gbX4vryqS2X,11,0.869,97.025,1.2e-06,1,2,N.O.R.E.,Nothin'
0.0604,1,4,0.101,-3.763,239267,0.728,238,0.836,0.0783,spotify:track:0WgLpgUdThEpA5L5K0SKq7,11,0.826,94.36,0,0,3,Eve featuring Alicia Keys,Gangsta Lovin'
0.107,5,4,0.0626,-3.189,207133,0.842,201,0.951,0.16,spotify:track:6KUI3A3jmZ0cGLDzOT41lX,11,0.656,102.794,0,0,4,Beenie Man featuring Janet Jackson,Feel It Boy
0.0688,9,4,0.35,-8.274,432147,0.786,218,0.314,0.0499,spotify:track:0C2GT6MXWGRo7PIeeFq9zu,11,0.853,126.99,0.0872,0,5,Dirty Vegas,Days Go By
0.0436,3,4,0.049,-6.037,237933,0.603,236,0.521,0.024,spotify:track:6ua8mbyHXTHpAmGyGpFAS2,11,0.778,124.999,0.0461,0,6,Kylie Minogue,Love at First Sight
0.0677,11,4,0.0246,-5.282,222533,0.603,218,0.693,0.0147,spotify:track:36YNa8joLwu9yor2TkZbIY,11,0.864,179.344,0,0,7,Shakira,Objection (Tango)
0.0812,4,4,0.39,-4.731,302040,0.727,247,0.869,0.247,spotify:track:6wFemJ1Oh4gnTalNKgtvBg,11,0.73,138.177,0,1,8,No Doubt featuring Lady Saw,Underneath It All
0.0387,7,4,0.0372,-4.646,222173,0.579,198,0.731,0.0225,spotify:track:3iTlLjwv0KNfQdadx7vNWl,11,0.836,161.973,0,1,9,Jennifer Love Hewitt,BareNaked
0.0319,0,3,0.187,-4.254,238520,0.395,238,0.434,0.261,spotify:track:38A0qlAEbx9kP2StogKH00,11,0.679,185.421,0,1,10,Vanessa Carlton,Ordinary Day
0.0273,2,4,0.164,-8.387,228480,0.574,226,0.506,0.569,spotify:track:65nCVhtlWYUzNvcM1MYp4l,11,0.4,146.018,6.19e-06,1,11,Dixie Chicks,Landslide
,,,,,,,272,,,,11,,,,,12,Aaliyah,I Care 4 U
0.0547,1,4,0.173,-6.934,259493,0.622,239,0.627,0.26,spotify:track:6De63WRULDaa1fxOyLilnv,11,0.573,127.132,0,0,13,Ginuwine,Stingy
0.028,5,4,0.0659,-11.775,186147,0.732,183,0.636,0.883,spotify:track:6ybViy2qrO9sIi41EgRJgx,11,0.198,88.174,1.1e-05,1,14,Norah Jones,Don't Know Why
0.0364,4,3,0.179,-4.54,200480,0.427,190,0.297,0.00216,spotify:track:779ooI3rBd0CLqCiiJmtVo,11,0.843,147.387,0,1,15,Chad Kroeger featuring Josey Scott,Hero
0.0437,9,3,0.2,-5.192,178360,0.39,178,0.532,0.000728,spotify:track:1qmgCnDLFJfhU4wCBSTpKe,11,0.803,103.544,2.55e-06,0,16,Hoobastank,Running Away
0.0278,9,4,0.298,-5.453,226680,0.425,226,0.198,0.0565,spotify:track:2nvC4i2aMo4CzRjRflysah,11,0.587,144.642,5.16e-06,1,17,Coldplay,In My Place
0.0337,2,4,0.348,-5.834,238240,0.388,237,0.199,0.00809,spotify:track:42T2QQv3xgBlpQxaSP7lnK,11,0.689,126.362,0.000946,1,18,Creed,One Last Breath
0.0318,1,4,0.0719,-5.306,251333,0.388,250,0.455,0.000563,spotify:track:6fQJg7MdQssgZJDhTJtFtd,11,0.746,159.675,0,1,19,Our Lady Peace,Somewhere Out There
0.0279,9,3,0.187,-10.817,267027,0.35,177,0.503,0.043,spotify:track:0pioV0S2mggsod9MRuDTXB,11,0.49,183.571,0,1,20,Bon Jovi,Everyday
,,,,,,,231,,,,54,,,,,1,Taylor Swift,Blank Space
0.0697,4,4,0.111,-2.817,228360,0.385,226,0.548,0.004,spotify:track:04aAxqtGp5pv12UXAg4pkq,54,0.866,176.014,0,0,2,Fall Out Boy,Centuries
0.0346,1,4,0.0848,-7.089,235493,0.751,232,0.885,0.052,spotify:track:2iuZJX9X9P0GKaE93xcPjk,54,0.768,120.084,0,1,3,Maroon 5,Sugar
0.0582,1,4,0.694,-5.797,229360,0.72,211,0.716,0.0921,spotify:track:2bJvI42r8EF3wxjOuDav4r,54,0.802,124.043,0,1,4,Pitbull and Ne-Yo,Time of Our Lives
0.0619,1,4,0.257,-3.804,199080,0.578,196,0.619,0.00701,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,54,0.866,128.038,0,1,5,Walk the Moon,Shut Up and Dance
0.0323,8,4,0.096,-5.036,197267,0.628,193,0.0933,0.093,spotify:track:7xoUc6faLbCqZO6fQEYprd,54,0.593,125.026,1.65e-06,1,6,Ariana Grande,One Last Time
0.0683,11,4,0.458,-3.573,222187,0.688,220,0.49,0.0108,spotify:track:5NQJnRpJHRaupdegphntQT,54,0.712,93.027,0,0,7,Nick Jonas,Jealous
0.0734,5,4,0.065,-4.036,190186,0.657,187,0.698,0.000704,spotify:track:26rdOwwjC2UnweK3xeS58u,54,0.827,145.889,0.00534,1,8,Flo Rida featuring Sage the Gemini and Lookas,G.D.F.R.
0.0377,0,4,0.0667,-8.729,189907,0.842,188,0.758,0.000979,spotify:track:7ioiB40H9xKs04QtIso2I3,54,0.531,105.013,1.34e-05,1,9,Natalie La Rose featuring Jeremih,Somebody
0.0394,2,4,0.322,-4.123,227267,0.646,225,0.391,0.213,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,54,0.823,128.035,0,0,10,Calvin Harris featuring Ellie Goulding,Outside
0.0258,9,4,0.623,-5.356,189399,0.76,188,0.778,0.0219,spotify:track:7cQw68C5DPirUJRzy3fOnN,54,0.886,123.002,7.43e-06,0,11,Lilly Wood and the Prick and Robin Schulz,Prayer in C (Robin Schulz Radio Edit)
0.035,1,4,0.0967,-5.162,203453,0.756,201,0.511,0.00701,spotify:track:7fpU0bRJt0SDC8jIgVpbT6,54,0.704,99.971,0.000552,0,12,Tori Kelly,Nobody Love
0.0489,6,4,0.0627,-3.66,198733,0.49,197,0.473,0.0137,spotify:track:7FC9Lng8iXU081lbigu8m8,54,0.798,149.109,0,1,13,Kelly Clarkson,Heartbeat Song
0.0353,8,4,0.115,-7.747,226600,0.672,224,0.396,0.859,spotify:track:5O2P9iiztwhomNh8xkR9lJ,54,0.52,120.001,0,1,14,One Direction,Night Changes
0.0452,9,4,0.26,-5.402,234547,0.596,234,0.358,0.0728,spotify:track:7D49Iig0avHre9RFSUMkd2,54,0.85,119.985,0,1,15,OneRepublic,I Lived
0.0416,11,4,0.219,-5.631,243707,0.551,218,0.456,0.0869,spotify:track:6DEaND0SHv3sC11xobZLiy,54,0.719,158.08,0,1,16,Sam Hunt,Take Your Time
0.0568,1,4,0.0593,-13.002,214871,0.636,209,0.708,0.125,spotify:track:2SWCpL8ytxmP1eqKgM7ePd,54,0.457,150.96,0,1,17,Alex B,Too Cool
0.0278,5,4,0.257,-6.192,249740,0.602,246,0.406,0.000816,spotify:track:4PvD06Pmbm2rHG2JjSlElF,54,0.712,107.983,0.114,0,18,Banks,Beggin for Thread
0.0317,0,4,0.157,-5.396,210307,0.691,208,0.464,0.114,spotify:track:3WZFEgZDpbcPkhrRXFvL8K,54,0.743,115.043,0,1,19,Jukebox the Ghost,Postcard
0.0283,5,4,0.182,-4.806,238360,0.592,236,0.415,0.00397,spotify:track:1QukgQhqTVgT8VFiG6Vxgb,54,0.832,127.972,0.16,1,20,Betty Who,All Of You
0.0547,1,4,0.484,-6.727,248253,0.749,250,0.506,0.00281,spotify:track:0Zr8z1TgQl27P3qYqQltG2,54,0.656,130.063,8.44e-06,1,21,Elijah Blake,I Just Wanna...
0.0323,7,4,0.549,-4.81,223546,0.671,222,0.382,0.00569,spotify:track:6F5c58TMEs1byxUstkzVeM,48,0.766,89.968,6.85e-06,0,1,Katy Perry,Roar
0.0402,7,4,0.0856,-4.762,263827,0.862,261,0.825,0.00373,spotify:track:0n4bITAu0Y0nigrz3MFJMb,48,0.608,120.002,6.14e-06,1,2,Robin Thicke featuring T.I. and Pharrell Williams,Blurred Lines
0.159,7,4,0.639,-5.18,353160,0.588,353,0.326,0.043,spotify:track:5nXrQSvdyp19uYNFncDR40,48,0.664,106.502,4.3e-05,1,3,Justin Timberlake,Take Back the Night
0.0513,1,4,0.125,-5.734,214912,0.564,213,0.108,0.0153,spotify:track:6PUIzlqotEmPuBfjbwYWOB,48,0.811,126.007,8.72e-06,0,4,Lana Del Rey,Summertime Sadness (Cedric Gervais Remix Edit)
0.038,6,4,0.101,-8.966,248413,0.794,247,0.865,0.0426,spotify:track:2Foc5Q5nqNiosCNqttzHof,48,0.811,116.047,1.07e-06,0,5,Daft Punk featuring Pharrell Williams,Get Lucky
0.0431,5,4,0.324,-5.28,178560,0.874,174,0.93,0.0412,spotify:track:55h7vJchibLdUkxdlX3fK7,48,0.692,116.017,7.24e-05,0,6,Bruno Mars,Treasure
0.0373,1,4,0.117,-6.243,229813,0.675,227,0.477,0.142,spotify:track:0HnaqUxvHP5LaWdmWwJpiS,48,0.764,120.009,0,1,7,Maroon 5,Love Somebody
0.0524,2,4,0.171,-5.659,247427,0.518,244,0.609,0.00346,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,48,0.784,124.102,0.00187,1,8,Avicii,Wake Me Up
0.0334,1,4,0.37,-5.794,231240,0.613,229,0.472,0.00882,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,48,0.622,80.003,0,0,9,Miley Cyrus,We Can't Stop
0.0537,7,4,0.13,-4.281,212333,0.674,210,0.704,0.0253,spotify:track:2Zj4FUsMtu9PMuJsHbGbdv,48,0.788,139.908,2.04e-06,0,10,Lady Gaga,Applause
0.173,1,4,0.629,-3.823,210293,0.719,208,0.663,0.0843,spotify:track:2OsEJFTfzfjG4oC92cuP2c,48,0.835,127.918,0,0,11,Selena Gomez,Slow Down
,,,,,,,243,,,,48,,,,,12,Taylor Swift featuring Ed Sheeran,Everything Has Changed
0.0524,10,4,0.0425,-3.838,220573,0.551,217,0.758,0.00502,spotify:track:6Uy6K3KdmUdAfelUp0SeXn,48,0.836,185.063,2.1e-05,0,13,Sara Bareilles,Brave
0.044,5,4,0.0561,-3.763,216013,0.602,214,0.74,0.0098,spotify:track:1yjY7rpaAQvKwpdUliHx0d,48,0.923,136.01,0,1,14,Paramore,Still Into You
0.0568,1,4,0.0953,-9.582,259102,0.825,258,0.251,0.452,spotify:track:5xhQChGGhKLWqBqX4XhtYE,48,0.435,119.038,0.609,1,15,Awolnation,Sail
0.051,4,4,0.1,-2.84,190187,0.66,191,0.889,0.0626,spotify:track:5HGibWoxnkYSkl6mHmAlOE,48,0.754,110.02,0,0,16,Luke Bryan,That's My Kind of Night
0.0947,6,4,0.317,-3.699,163627,0.603,162,0.61,0.00189,spotify:track:573latfTMO7SpGtStVrQx5,48,0.952,133.97,0.000445,1,17,New Politics,Harlem
,,,,,,,196,,,,48,,,,,18,Basic Vacation,I Believe
0.0505,0,4,0.579,-3.094,216347,0.638,216,0.496,0.0085,spotify:track:4iwCmveXwlYGF5M4WwMCb9,48,0.882,122.026,0,1,19,Wallpaper,Drunken Hearts
0.0918,1,4,0.178,-5.944,193853,0.582,193,0.367,0.00728,spotify:track:3GTXok0dIm0mMqBiVklBYS,48,0.799,130.902,0,1,20,The Royal Concept,On Our Way
0.0436,7,4,0.109,-6.501,193467,0.781,192,0.59,0.0109,spotify:track:6ol4ZSifr7r3Lb2a9L5ZAB,43,0.599,120.053,1.12e-06,1,1,Carly Rae Jepsen,Call Me Maybe
0.0355,5,4,0.0744,-4.63,216160,0.678,212,0.769,0.000417,spotify:track:1nZzRJbFvCEct3uzu04ZoL,43,0.918,130.028,0,1,2,Katy Perry,Part of Me
0.0424,4,4,0.363,-4.696,231387,0.74,221,0.506,0.0198,spotify:track:1LmN9SSHISbtp9LoaR5ZVJ,43,0.746,110.01,0,1,3,Maroon 5,Payphone
0.0986,0,4,0.129,-3.641,245041,0.599,210,0.254,0.069,spotify:track:77TT8Xvx637TpzV8kKGkUw,43,0.803,126.057,0.137,0,4,David Guetta featuring Sia,Titanium
0.0375,8,4,0.111,-6.08,211800,0.684,209,0.769,0.0344,spotify:track:7gUpO6td4OOnu0Lf9vhcIV,43,0.794,120.024,0.0445,0,5,Ellie Goulding,Lights
0.0502,1,4,0.101,-6.099,171333,0.711,170,0.362,0.0269,spotify:track:0171XsIM2xyeXRr6wsugEI,43,0.554,96.972,0.00776,1,6,Justin Bieber,Boyfriend
0.0973,7,4,0.179,-5.18,234693,0.616,234,0.558,0.00117,spotify:track:5sAlmL7Qp9N9BJTADkwEt9,43,0.862,127.992,0,0,7,Usher,Scream
0.0595,4,4,0.294,-2.932,232800,0.71,224,0.858,0.00777,spotify:track:4wkQmYpAaMe41Rc3sYZ7Vz,43,0.882,128.016,0.00771,0,8,Calvin Harris featuring Ne-Yo,Let's Go
0.043,0,4,0.324,-4.453,205680,0.731,204,0.775,0.00191,spotify:track:2U2ONBrf1HJCDxQlynpD6J,43,0.915,127.086,1.16e-06,1,9,Pitbull,Back in Time (from Men in Black III)
0.0949,9,4,0.561,-2.94,214573,0.694,212,0.555,0.0562,spotify:track:6E11E0lT5Zy7yb6iT3y8DN,43,0.891,97.939,0,1,10,Cher Lloyd,Want U Back
0.0282,2,4,0.0525,-3.79,197187,0.711,193,0.675,0.00224,spotify:track:6tKW2g2So84pCTZXE0Furx,43,0.721,126.988,0,1,11,One Direction,One Thing
0.0463,6,4,0.145,-3.099,205347,0.643,204,0.621,0.236,spotify:track:3sP3c86WFjOzHHnbhhZcLA,43,0.695,123.026,0,1,12,Demi Lovato,Give Your Heart a Break
0.0452,11,4,0.113,-4.16,256560,0.579,251,0.289,0.0137,spotify:track:4sK96UnGx3NjBaqvfTG2dm,43,0.731,126.07,0,0,13,Alex Clare,Too Close
0.0356,11,4,0.179,-6.525,241440,0.526,240,0.299,0.0161,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,43,0.712,105.009,0,0,14,M83,Midnight City
0.0652,8,4,0.386,-3.858,177280,0.478,177,0.727,0.00584,spotify:track:3528IXKpbb7OMjdjWYlbfD,43,0.915,154.955,0,1,15,Neon Trees,Everybody Talks
0.0449,9,4,0.173,-4.401,213547,0.558,223,0.462,0.178,spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ,43,0.872,143.971,0,1,16,Luke Bryan,Drunk on You
0.0449,0,4,0.17,-3.657,177547,0.514,175,0.446,0.0524,spotify:track:0a5UnIvDUBzqwUduJsouRy,43,0.866,159.973,0,1,17,Halestorm,Here's to Us
0.024,5,4,0.138,-6.86,220286,0.686,217,0.701,0.00914,spotify:track:7syfIwag7iQM0RwaCfntDi,43,0.798,96.029,0.422,0,18,Tristan Prettyman,My Oh My
0.0378,7,4,0.522,-3.181,229120,0.655,228,0.667,0.00368,spotify:track:3cXEhlI2PKHEjDt39I2upA,43,0.918,125.07,0.000118,1,19,Cady Groves,Love Actually
0.052,7,4,0.0954,-2.046,252307,0.636,251,0.538,0.00403,spotify:track:7AmYqCQrdV7czyiMvYKrGs,43,0.918,128.018,1.99e-05,0,20,Eva Simons,I Don't Like You
0.0475,0,4,0.112,-4.282,221947,0.562,219,0.677,0.046,spotify:track:6D60klaHqbCl9ySc8VcRss,42,0.939,116.044,0,1,1,Kelly Clarkson,Stronger (What Doesn't Kill You)
0.0688,1,4,0.306,-4.444,248133,0.706,245,0.671,0.0588,spotify:track:3NcO4jGK1Opb5ea0mYLpxb,42,0.89,128.011,0.00286,0,2,Flo Rida,Good Feeling
0.0585,1,4,0.0527,-2.732,227147,0.765,225,0.887,0.00765,spotify:track:4urcG6Nfubqsuqy3juMjBi,42,0.765,120.001,3.82e-06,0,3,Karmin,Brokenhearted
0.0725,4,4,0.087,-2.451,198053,0.729,197,0.876,0.00761,spotify:track:3SPDQfj2UfWq6A2NllZnzn,42,0.771,125.011,0,1,4,One Direction,What Makes You Beautiful
0.0561,8,4,0.553,-2.243,199689,0.703,199,0.451,0.0666,spotify:track:0zlD8JjDsFUUmofqPE83Cj,42,0.786,127.954,0,1,5,David Guetta featuring Nicki Minaj,Turn Me On
0.031,7,4,0.204,-2.842,206413,0.707,202,0.924,0.000972,spotify:track:1gihuPhrLraKYrJMAEONyc,42,0.924,127.937,0.00703,1,6,Calvin Harris,Feel So Close
0.102,1,4,0.156,-5.792,227973,0.594,224,0.634,0.000238,spotify:track:0UlHiqi7seV02XNHLMtfGK,42,0.841,129.925,2.22e-06,1,7,Chris Brown,Turn Up the Music
0.174,9,4,0.289,-4.322,228200,0.691,227,0.714,0.00676,spotify:track:0mtPNQl5vePVwiI9Vykp7L,42,0.846,127.011,0,0,8,Havana Brown featuring Pitbull,We Run the Night
